Date;Open;High;Low;Close ;Adj Close ;Volume
;;;;Close price adjusted for splits.;Adjusted close price adjusted for splits and dividend and/or capital gain distributions.;
Jan 9, 2026;6,625.00;6,700.00;6,575.00;6,600.00;6,600.00;13,134,000
Jan 8, 2026;6,750.00;6,775.00;6,625.00;6,625.00;6,625.00;25,370,300
Jan 7, 2026;7,000.00;7,000.00;6,700.00;6,725.00;6,725.00;16,067,800
Jan 6, 2026;6,850.00;7,000.00;6,825.00;7,000.00;7,000.00;12,215,300
Jan 5, 2026;6,675.00;6,850.00;6,625.00;6,850.00;6,850.00;9,359,300
Jan 2, 2026;6,775.00;6,800.00;6,650.00;6,675.00;6,675.00;7,568,100
Dec 30, 2025;6,800.00;6,875.00;6,775.00;6,775.00;6,775.00;4,210,100
Dec 29, 2025;6,800.00;6,875.00;6,750.00;6,775.00;6,775.00;3,540,900
Dec 24, 2025;6,775.00;6,850.00;6,775.00;6,800.00;6,800.00;1,566,700
Dec 23, 2025;6,800.00;6,825.00;6,750.00;6,800.00;6,800.00;2,079,500
Dec 22, 2025;6,775.00;6,850.00;6,775.00;6,850.00;6,850.00;3,858,800
Dec 19, 2025;6,875.00;6,925.00;6,750.00;6,750.00;6,750.00;12,787,800
Dec 18, 2025;6,900.00;6,900.00;6,775.00;6,875.00;6,875.00;9,005,600
Dec 17, 2025;6,800.00;6,875.00;6,775.00;6,775.00;6,775.00;6,792,100
Dec 16, 2025;6,800.00;6,825.00;6,750.00;6,775.00;6,775.00;5,528,400
Dec 15, 2025;6,825.00;6,850.00;6,700.00;6,775.00;6,775.00;6,213,700
Dec 12, 2025;6,650.00;6,775.00;6,625.00;6,775.00;6,775.00;6,481,400
Dec 11, 2025;6,900.00;6,950.00;6,550.00;6,575.00;6,575.00;35,995,900
Dec 10, 2025;6,900.00;6,950.00;6,900.00;6,900.00;6,900.00;3,688,400
Dec 9, 2025;6,975.00;7,000.00;6,850.00;6,850.00;6,850.00;12,610,800
Dec 8, 2025;7,150.00;7,150.00;6,975.00;6,975.00;6,975.00;8,844,700
Dec 5, 2025;7,050.00;7,125.00;7,000.00;7,100.00;7,100.00;8,852,600
Dec 4, 2025;7,050.00;7,100.00;7,025.00;7,025.00;7,025.00;4,479,400
Dec 3, 2025;7,200.00;7,275.00;7,050.00;7,050.00;7,050.00;9,217,900
Dec 2, 2025;7,375.00;7,450.00;7,200.00;7,200.00;7,200.00;7,221,100
Dec 1, 2025;7,225.00;7,425.00;7,225.00;7,350.00;7,350.00;4,108,900
Nov 28, 2025;7,350.00;7,400.00;7,300.00;7,350.00;7,350.00;4,591,700
Nov 27, 2025;7,425.00;7,425.00;7,275.00;7,375.00;7,375.00;4,580,000
Nov 26, 2025;7,250.00;7,425.00;7,225.00;7,425.00;7,425.00;7,662,600
Nov 25, 2025;7,325.00;7,350.00;7,175.00;7,250.00;7,250.00;7,894,800
Nov 24, 2025;7,150.00;7,450.00;7,100.00;7,450.00;7,450.00;18,591,600
Nov 21, 2025;7,050.00;7,125.00;7,025.00;7,125.00;7,125.00;7,423,400
Nov 20, 2025;7,025.00;7,175.00;7,025.00;7,075.00;7,075.00;8,110,900
Nov 19, 2025;7,025.00;7,050.00;7,000.00;7,025.00;7,025.00;5,448,800
Nov 18, 2025;7,100.00;7,125.00;7,000.00;7,000.00;7,000.00;7,331,100
Nov 17, 2025;7,100.00;7,150.00;7,075.00;7,100.00;7,100.00;4,245,000
Nov 14, 2025;7,150.00;7,175.00;7,100.00;7,100.00;7,100.00;5,161,800
Nov 13, 2025;7,150.00;7,250.00;7,100.00;7,150.00;7,150.00;8,371,600
Nov 12, 2025;7,050.00;7,175.00;7,050.00;7,175.00;7,175.00;5,851,900
Nov 11, 2025;7,150.00;7,150.00;7,025.00;7,050.00;7,050.00;4,661,800
Nov 10, 2025;7,150.00;7,175.00;7,100.00;7,100.00;7,100.00;5,129,400
Nov 7, 2025;7,075.00;7,150.00;7,050.00;7,125.00;7,125.00;4,622,900
Nov 6, 2025;7,125.00;7,125.00;7,025.00;7,025.00;7,025.00;8,261,500
Nov 5, 2025;7,075.00;7,150.00;7,025.00;7,125.00;7,125.00;10,041,400
Nov 4, 2025;7,200.00;7,250.00;7,050.00;7,075.00;7,075.00;18,602,600
Nov 3, 2025;7,400.00;7,425.00;7,200.00;7,200.00;7,200.00;7,609,300
Oct 31, 2025;7,400.00;7,450.00;7,275.00;7,400.00;7,400.00;11,495,400
Oct 30, 2025;7,400.00;7,500.00;7,375.00;7,400.00;7,400.00;10,517,900
Oct 29, 2025;7,450.00;7,450.00;7,325.00;7,425.00;7,425.00;5,612,700
Oct 28, 2025;7,500.00;7,575.00;7,425.00;7,500.00;7,500.00;8,341,000
Oct 27, 2025;7,300.00;7,450.00;7,300.00;7,450.00;7,450.00;12,897,100
Oct 24, 2025;7,400.00;7,425.00;7,300.00;7,300.00;7,300.00;7,664,600
Oct 23, 2025;7,100.00;7,425.00;7,100.00;7,375.00;7,375.00;6,107,200
Oct 22, 2025;7,225.00;7,375.00;7,175.00;7,175.00;7,175.00;8,148,100
Oct 21, 2025;7,325.00;7,325.00;7,175.00;7,275.00;7,275.00;4,968,000
Oct 20, 2025;7,125.00;7,300.00;7,125.00;7,250.00;7,250.00;10,833,500
Oct 17, 2025;7,150.00;7,200.00;7,075.00;7,125.00;7,125.00;6,505,800
Oct 16, 2025;6,900.00;7,225.00;6,850.00;7,075.00;7,075.00;13,547,200
Oct 15, 2025;7,050.00;7,100.00;6,875.00;6,900.00;6,900.00;8,979,000
Oct 14, 2025;7,250.00;7,250.00;7,050.00;7,050.00;7,050.00;4,104,000
Oct 13, 2025;7,100.00;7,250.00;7,025.00;7,200.00;7,200.00;5,518,800
Oct 10, 2025;7,150.00;7,275.00;7,100.00;7,200.00;7,200.00;10,190,700
Oct 9, 2025;7,275.00;7,275.00;7,050.00;7,150.00;7,150.00;11,257,300
Oct 8, 2025;7,300.00;7,300.00;7,225.00;7,250.00;7,250.00;7,314,000
Oct 7, 2025;7,125.00;7,250.00;7,100.00;7,225.00;7,225.00;7,673,100
Oct 6, 2025;7,200.00;7,200.00;7,025.00;7,100.00;7,100.00;5,279,100
Oct 3, 2025;7,025.00;7,175.00;7,025.00;7,150.00;7,150.00;6,066,500
Oct 2, 2025;7,125.00;7,150.00;7,000.00;7,025.00;7,025.00;9,613,900
Oct 1, 2025;7,275.00;7,350.00;7,075.00;7,100.00;7,100.00;11,257,700
Sep 30, 2025;7,575.00;7,625.00;7,225.00;7,225.00;7,225.00;15,147,300
Sep 29, 2025;7,700.00;7,725.00;7,525.00;7,575.00;7,575.00;6,642,100
Sep 26, 2025;7,800.00;7,825.00;7,650.00;7,650.00;7,650.00;8,003,900
Sep 25, 2025;7,900.00;7,925.00;7,725.00;7,750.00;7,750.00;8,761,000
Sep 24, 2025;7,800.00;7,950.00;7,750.00;7,875.00;7,875.00;9,415,800
Sep 23, 2025;7,850.00;7,875.00;7,750.00;7,775.00;7,775.00;4,161,400
Sep 22, 2025;7,825.00;7,850.00;7,750.00;7,850.00;7,850.00;6,114,900
Sep 19, 2025;7,700.00;7,875.00;7,650.00;7,825.00;7,825.00;9,938,400
Sep 18, 2025;7,775.00;7,775.00;7,600.00;7,650.00;7,650.00;4,903,700
Sep 17, 2025;7,650.00;7,800.00;7,650.00;7,775.00;7,775.00;5,049,900
Sep 16, 2025;7,700.00;7,700.00;7,625.00;7,650.00;7,650.00;3,203,500
Sep 15, 2025;7,600.00;7,650.00;7,550.00;7,650.00;7,650.00;3,733,700
Sep 12, 2025;7,500.00;7,575.00;7,450.00;7,550.00;7,550.00;4,229,700
Sep 11, 2025;7,475.00;7,525.00;7,450.00;7,475.00;7,475.00;5,294,000
Sep 10, 2025;7,375.00;7,475.00;7,300.00;7,425.00;7,425.00;9,453,600
Sep 9, 2025;7,400.00;7,425.00;7,350.00;7,350.00;7,350.00;8,540,500
Sep 8, 2025;7,525.00;7,575.00;7,400.00;7,425.00;7,425.00;8,650,500
Sep 4, 2025;7,700.00;7,700.00;7,525.00;7,525.00;7,525.00;4,236,900
Sep 3, 2025;7,525.00;7,750.00;7,525.00;7,700.00;7,700.00;9,930,600
Sep 2, 2025;7,425.00;7,600.00;7,425.00;7,500.00;7,500.00;5,774,100
Sep 1, 2025;7,100.00;7,450.00;7,075.00;7,400.00;7,400.00;10,597,600
Aug 29, 2025;7,550.00;7,600.00;7,450.00;7,450.00;7,450.00;10,405,300
Aug 28, 2025;7,600.00;7,650.00;7,550.00;7,600.00;7,600.00;12,993,000
Aug 27, 2025;7,725.00;7,725.00;7,575.00;7,600.00;7,600.00;12,730,200
Aug 26, 2025;7,700.00;7,800.00;7,625.00;7,800.00;7,800.00;15,558,500
Aug 25, 2025;7,850.00;7,900.00;7,700.00;7,700.00;7,700.00;9,881,300
Aug 22, 2025;7,975.00;8,000.00;7,850.00;7,850.00;7,850.00;4,607,300
Aug 21, 2025;7,950.00;7,975.00;7,925.00;7,925.00;7,925.00;3,961,700
Aug 20, 2025;7,925.00;8,000.00;7,900.00;7,975.00;7,975.00;5,064,200
Aug 19, 2025;8,050.00;8,050.00;7,825.00;7,925.00;7,925.00;9,976,000
Aug 15, 2025;8,150.00;8,175.00;8,050.00;8,050.00;8,050.00;10,269,600
Aug 14, 2025;8,000.00;8,175.00;8,000.00;8,150.00;8,150.00;8,223,400
Aug 13, 2025;8,025.00;8,125.00;7,975.00;8,025.00;8,025.00;5,999,800
Aug 12, 2025;8,075.00;8,150.00;8,000.00;8,050.00;8,050.00;3,719,100
Aug 11, 2025;8,150.00;8,200.00;7,975.00;8,075.00;8,075.00;5,238,000
Aug 8, 2025;8,225.00;8,275.00;8,125.00;8,150.00;8,150.00;3,960,800
Aug 7, 2025;8,200.00;8,325.00;8,000.00;8,200.00;8,200.00;8,381,800
Aug 6, 2025;8,350.00;8,375.00;8,125.00;8,200.00;8,200.00;5,560,300
Aug 5, 2025;8,400.00;8,425.00;8,200.00;8,325.00;8,325.00;4,715,600
Aug 4, 2025;8,475.00;8,525.00;8,375.00;8,375.00;8,375.00;3,449,300
Aug 1, 2025;8,675.00;8,700.00;8,450.00;8,475.00;8,475.00;7,232,800
Jul 31, 2025;8,425.00;8,825.00;8,400.00;8,525.00;8,525.00;16,887,300
Jul 30, 2025;8,325.00;8,400.00;8,275.00;8,375.00;8,375.00;6,796,700
